STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
36,047,003800,1498,+40.634451,-074.035093
36,047,003900,2229,+40.685186,-073.980995
36,047,004100,3598,+40.686708,-073.985136
36,047,004300,3008,+40.688045,-073.989634
36,047,004400,2359,+40.630907,-074.034506
36,047,004500,3325,+40.688212,-073.995237
36,047,004600,1199,+40.626827,-074.033259
36,047,004700,1445,+40.687052,-074.000877
36,047,004900,2516,+40.687656,-073.998635
36,047,005000,2276,+40.623782,-074.037263
36,047,005100,2171,+40.683553,-074.003399
36,047,005201,1829,+40.621677,-074.038588
36,047,005202,2481,+40.619610,-074.038477
36,047,005300,1888,+40.676691,-074.012951
36,047,005400,3139,+40.617107,-074.035204
36,047,005601,2505,+40.615382,-074.034784
36,047,005602,1586,+40.613316,-074.034788
36,047,005800,3152,+40.619164,-074.032372
36,047,005900,1384,+40.678348,-074.006685
36,047,006000,2826,+40.622117,-074.031389
36,047,006200,2853,+40.624533,-074.029941
36,047,006300,1892,+40.682777,-074.000934
36,047,006400,3478,+40.628723,-074.028647
36,047,006500,5191,+40.679317,-073.999358
36,047,006600,3663,+40.632182,-074.027603
36,047,006700,3301,+40.684081,-073.997389
36,047,006800,4870,+40.635272,-074.025942
36,047,006900,3537,+40.685272,-073.991552
36,047,007000,2344,+40.638118,-074.024970
36,047,007100,4495,+40.683633,-073.987830
36,047,007200,1946,+40.640364,-074.020278
36,047,007400,5451,+40.641916,-074.016923
36,047,007500,4383,+40.681608,-073.992614
36,047,007600,4412,+40.644123,-074.014800
36,047,007700,3901,+40.677758,-073.995528
36,047,007800,5068,+40.646391,-074.012274
36,047,008000,4169,+40.648384,-074.009799
36,047,008200,4141,+40.650695,-074.007531
36,047,008400,3299,+40.653935,-074.004343
36,047,008500,6956,+40.675561,-074.006408
36,047,008600,0,+40.647976,-074.003743
36,047,008800,3207,+40.649628,-074.002337
36,047,009000,2994,+40.646751,-073.997938
36,047,009200,5388,+40.645135,-073.999002
36,047,009400,5805,+40.643359,-074.001468
36,047,009600,6126,+40.645996,-074.005704
36,047,009800,7024,+40.643895,-074.008121
36,047,010000,6737,+40.641500,-074.010495
36,047,010100,4093,+40.657697,-074.000186
36,047,010200,5622,+40.639379,-074.012441
36,047,010400,5908,+40.636661,-074.008422
36,047,010600,5851,+40.638948,-074.006168
36,047,010800,5280,+40.640993,-074.003827
36,047,011000,2441,+40.644174,-073.993019
36,047,011200,6436,+40.642518,-073.995917
36,047,011400,3976,+40.639449,-073.999324
36,047,011600,4816,+40.635632,-074.003949
36,047,011700,2364,+40.668034,-073.992632
36,047,011800,2253,+40.636221,-074.011862
36,047,011900,1530,+40.676802,-073.986233
36,047,012000,1268,+40.632501,-074.009395
36,047,012100,1619,+40.671273,-073.990723
36,047,012200,5339,+40.638810,-074.017478
36,047,012600,2652,+40.634497,-074.019883
36,047,012700,3507,+40.682060,-073.982572
36,047,012801,2117,+40.630606,-074.013849
36,047,012901,2159,+40.681558,-073.978638
36,047,012902,1964,+40.680123,-073.976400
36,047,013000,4792,+40.632642,-074.021533
36,047,013100,3828,+40.677721,-073.979685
36,047,013200,2239,+40.628893,-074.014882
36,047,013300,3730,+40.675175,-073.981156
36,047,013400,3907,+40.629814,-074.021119
36,047,013500,3596,+40.672797,-073.983029
36,047,013600,3927,+40.627145,-074.023426
36,047,013700,3057,+40.670425,-073.985182
36,047,013800,3168,+40.624256,-074.025466
36,047,013900,3481,+40.667935,-073.987522
36,047,014000,1826,+40.620912,-074.019571
36,047,014100,3017,+40.665388,-073.989291
36,047,014200,3223,+40.622659,-074.023371
36,047,014300,3487,+40.663381,-073.992621
36,047,014500,4179,+40.661360,-073.995102
36,047,014700,2084,+40.659578,-073.989924
36,047,014800,1209,+40.616787,-074.012878
36,047,014900,4976,+40.662549,-073.985051
36,047,015000,1574,+40.615524,-074.010606
36,047,015100,3578,+40.665554,-073.982592
36,047,015200,2309,+40.616141,-074.024043
36,047,015300,3041,+40.668041,-073.980630
36,047,015400,0,+40.611183,-074.018907
36,047,015500,3272,+40.670536,-073.978664
36,047,015700,4135,+40.672971,-073.976281
36,047,015900,5036,+40.675438,-073.973698
36,047,016000,4217,+40.618486,-074.026989
36,047,016100,3075,+40.679558,-073.973336
36,047,016200,2082,+40.614054,-074.031161
36,047,016300,2991,+40.678126,-073.970368
36,047,016400,764,+40.606945,-074.027657
36,047,016500,5141,+40.670098,-073.973942
36,047,016600,2059,+40.618670,-074.016299
36,047,016700,4638,+40.664285,-073.978784
36,047,016800,1510,+40.604665,-074.015246
36,047,016900,4497,+40.659503,-073.981384
36,047,017000,3254,+40.610150,-074.012579
36,047,017100,3749,+40.657146,-073.976802
36,047,017200,2931,+40.608628,-074.010546
36,047,017400,1793,+40.604302,-074.011358
36,047,017500,5,+40.652141,-073.990253
36,047,017600,2295,+40.602991,-074.008576
36,047,017700,0,+40.659427,-073.969558
36,047,017800,2898,+40.606988,-074.004864
36,047,017900,3624,+40.684165,-073.971237
36,047,018000,3193,+40.608166,-074.007348
36,047,018100,3936,+40.687904,-073.972700
36,047,018200,3163,+40.612346,-074.002764
36,047,018300,2500,+40.691629,-073.971585
36,047,018400,2002,+40.613642,-074.007149
36,047,018501,3827,+40.694708,-073.974254
36,047,018600,2124,+40.615625,-074.005080
36,047,018700,1411,+40.694442,-073.970436
36,047,018800,2640,+40.617397,-074.002852
36,047,019000,4782,+40.621467,-074.000359
36,047,019100,2332,+40.694731,-073.965377
36,047,019200,2772,+40.628850,-073.999002
36,047,019300,5628,+40.691228,-073.962328
36,047,019400,3305,+40.625570,-074.000897
36,047,019500,3366,+40.691743,-073.967638
36,047,019600,4353,+40.623505,-074.004055
36,047,019700,3313,+40.687964,-073.966613
36,047,019800,1702,+40.619361,-074.006615
36,047,019900,2929,+40.684491,-073.967126
36,047,020000,2265,+40.620885,-074.008615
36,047,020100,3421,+40.683983,-073.963628
36,047,020200,1874,+40.622248,-074.010783
36,047,020300,1697,+40.679868,-073.964906
36,047,020400,1708,+40.623473,-074.013096
36,047,020500,2469,+40.677319,-073.965722
36,047,020600,2220,+40.625181,-074.015068
36,047,020700,4310,+40.674862,-073.966681
36,047,020800,3048,+40.626009,-074.009723
36,047,021000,3968,+40.627781,-074.008377
36,047,021100,1210,+40.697047,-073.974701
36,047,021200,4643,+40.629492,-074.005770
36,047,021300,4205,+40.668048,-073.960297
36,047,021400,2152,+40.631854,-074.002483
36,047,021500,5307,+40.673123,-073.964015
36,047,021600,4015,+40.632973,-073.999882
36,047,021700,3597,+40.672696,-073.959061
36,047,021800,3761,+40.634422,-073.997969
36,047,021900,3595,+40.672150,-073.955235
36,047,022000,4939,+40.636253,-073.995473
36,047,022100,3609,+40.676305,-073.954330
36,047,022200,4693,+40.638129,-073.992910
36,047,022400,5486,+40.640399,-073.990254
36,047,022600,2516,+40.642401,-073.987327
36,047,022700,3454,+40.681533,-073.957029
36,047,022800,3306,+40.639393,-073.981121
36,047,022900,3395,+40.685153,-073.956750
36,047,023000,4515,+40.637818,-073.984240
36,047,023100,3025,+40.686057,-073.960944
36,047,023200,5699,+40.636223,-073.986408
36,047,023300,5061,+40.689233,-073.957870
36,047,023400,5059,+40.634012,-073.988222
36,047,023500,3928,+40.692550,-073.957810
36,047,023600,5600,+40.632237,-073.989993
36,047,023800,4590,+40.630501,-073.991344
36,047,024000,4693,+40.628680,-073.992873
36,047,024100,2229,+40.691838,-073.954246
36,047,024200,2984,+40.626073,-073.992886
36,047,024300,3786,+40.687422,-073.952844
36,047,024400,3238,+40.621752,-073.986135
36,047,024500,3946,+40.682853,-073.951872
36,047,024600,3256,+40.618295,-073.981273
36,047,024700,2316,+40.679418,-073.949120
36,047,024800,2698,+40.621017,-073.989546
36,047,024900,3823,+40.683105,-073.948397
36,047,025000,1722,+40.622674,-073.996092
36,047,025100,3816,+40.687762,-073.949369
36,047,025200,4786,+40.619978,-073.992386
36,047,025300,2754,+40.693362,-073.950481
36,047,025400,3500,+40.616875,-073.984168
36,047,025500,5102,+40.697539,-073.951315
36,047,025600,3058,+40.615211,-073.986052
36,047,025700,2131,+40.698342,-073.946806
36,047,025800,4597,+40.613396,-073.987410
36,047,025901,2010,+40.695094,-073.945700
36,047,025902,3419,+40.696966,-073.945154
36,047,026000,3649,+40.616842,-073.992317
36,047,026100,4917,+40.692381,-073.945785
36,047,026200,2374,+40.619017,-073.997018
36,047,026300,1868,+40.689210,-073.944873
36,047,026400,4592,+40.614809,-073.997553
36,047,026500,3838,+40.687060,-073.944424
36,047,026600,3733,+40.612620,-073.990253
36,047,026700,3920,+40.684023,-073.943983
36,047,026800,4188,+40.610402,-073.990255
36,047,026900,2770,+40.681151,-073.943115
36,047,027000,2449,+40.605785,-073.989870
36,047,027100,2471,+40.678923,-073.938730
36,047,027200,3480,+40.608259,-073.992671
36,047,027300,2813,+40.680976,-073.937450
36,047,027400,3028,+40.611042,-073.995425
36,047,027500,4180,+40.683909,-073.938332
36,047,027600,3694,+40.611216,-073.999171
36,047,027700,3945,+40.687012,-073.938677
36,047,027800,3220,+40.607183,-074.000829
36,047,027900,3674,+40.689780,-073.939266
36,047,028000,1761,+40.602144,-074.005614
36,047,028100,4193,+40.692876,-073.939293
36,047,028200,2943,+40.600781,-074.004058
36,047,028300,4097,+40.695284,-073.940315
36,047,028400,4003,+40.605879,-073.998712
36,047,028501,428,+40.699108,-073.940342
36,047,028502,2802,+40.697460,-073.940804
36,047,028600,4814,+40.599506,-074.001728
36,047,028700,2991,+40.695227,-073.935360
36,047,028800,3458,+40.604451,-073.996621
36,047,028900,3538,+40.693104,-073.933069
36,047,029000,3920,+40.603366,-073.994106
36,047,029100,3101,+40.690206,-073.933729
36,047,029200,2539,+40.599317,-073.998267
36,047,029300,3106,+40.687453,-073.933001
36,047,029400,2321,+40.596482,-073.997156
36,047,029500,3425,+40.684548,-073.932342
36,047,029600,5546,+40.600904,-073.993159
36,047,029700,3344,+40.681100,-073.931364
36,047,029800,3717,+40.600930,-073.988014
36,047,029900,2579,+40.678056,-073.925843
36,047,030000,4120,+40.597687,-073.989143
36,047,030100,2750,+40.677483,-073.915010
36,047,030200,4214,+40.595614,-073.990488
36,047,030300,4458,+40.675132,-073.917464
36,047,030400,4281,+40.593413,-073.993082
36,047,030500,5549,+40.676415,-073.959384
36,047,030600,2005,+40.590660,-073.986269
36,047,030700,4544,+40.675362,-073.925235
36,047,030800,1949,+40.585879,-073.984652
36,047,030900,1754,+40.675865,-073.933270
36,047,031100,2833,+40.676235,-073.939307
36,047,031300,4648,+40.676349,-073.944478
36,047,031400,4544,+40.588101,-073.989091
36,047,031500,5175,+40.676757,-073.949865
36,047,031701,3433,+40.673938,-073.949920
36,047,031702,3363,+40.671257,-073.950408
36,047,031900,3508,+40.667196,-073.949281
36,047,032100,5001,+40.666698,-073.952176
36,047,032300,3554,+40.666838,-073.954928
36,047,032500,6405,+40.666631,-073.957719
36,047,032600,6948,+40.575935,-073.988969
36,047,032700,2924,+40.662344,-073.958745
36,047,032800,3138,+40.576310,-073.998168
36,047,032900,5582,+40.663230,-073.948016
36,047,033000,4587,+40.578934,-074.000911
36,047,033100,4520,+40.664021,-073.941092
36,047,033300,4085,+40.665858,-073.941999
36,047,033500,3139,+40.667493,-073.941392
36,047,033600,4759,+40.577230,-074.007064
36,047,033700,4105,+40.669432,-073.941923
36,047,033900,4376,+40.671212,-073.941545
36,047,034000,2248,+40.572210,-073.995852
36,047,034100,2607,+40.673493,-073.945100
36,047,034200,6502,+40.574108,-073.996998
36,047,034300,5281,+40.673838,-073.938499
36,047,034500,2647,+40.672692,-073.933002
36,047,034700,3228,+40.672445,-073.928022
36,047,034800,2537,+40.579465,-073.982126
36,047,034900,5403,+40.668163,-073.929769
36,047,035000,3296,+40.577754,-073.977867
36,047,035100,4597,+40.668526,-073.932538
36,047,035200,1246,+40.572872,-073.990155
36,047,035300,5161,+40.668849,-073.935288
36,047,035400,6271,+40.578125,-073.974083
36,047,035500,5253,+40.664444,-073.933338
36,047,035601,2912,+40.580930,-073.969682
36,047,035602,5271,+40.578115,-073.970043
36,047,035700,2506,+40.669957,-073.926836
36,047,035900,5685,+40.670429,-073.923863
36,047,036001,3217,+40.575950,-073.965631
36,047,036002,3930,+40.576441,-073.961324
36,047,036100,2608,+40.669767,-073.919853
36,047,036200,4204,+40.578273,-073.963446
36,047,036300,4108,+40.672134,-073.917278
36,047,036400,2405,+40.580324,-073.963709
36,047,036501,2624,+40.675240,-073.911773
36,047,036502,1255,+40.675019,-073.907035
36,047,036600,4767,+40.582386,-073.963556
36,047,036700,1305,+40.677357,-073.906117
36,047,036900,4923,+40.679600,-073.909236
36,047,037000,4085,+40.588063,-073.962768
36,047,037100,4120,+40.680338,-073.914006
36,047,037300,3784,+40.683788,-073.915243
36,047,037401,4301,+40.587820,-073.967765
36,047,037402,4573,+40.586480,-073.971725
36,047,037500,2910,+40.687273,-073.921443
36,047,037700,3660,+40.683910,-073.920140
36,047,037900,3706,+40.680729,-073.919196
36,047,038100,4763,+40.681180,-073.925026
36,047,038200,5943,+40.591714,-073.981535
36,047,038300,3931,+40.684615,-073.926200
36,047,038500,3422,+40.687500,-073.927026
36,047,038600,3477,+40.592262,-073.975094
36,047,038700,4010,+40.690546,-073.928092
36,047,038800,3841,+40.592822,-073.969023
36,047,038900,2773,+40.699448,-073.937169
36,047,039000,2282,+40.592836,-073.964264
36,047,039100,2303,+40.699378,-073.933711
36,047,039200,2756,+40.595666,-073.963067
36,047,039300,3549,+40.695625,-073.930112
36,047,039400,2441,+40.598575,-073.964671
36,047,039500,3380,+40.693014,-073.924655
36,047,039600,2126,+40.597221,-073.969703
36,047,039700,3389,+40.688888,-073.919033
36,047,039800,2644,+40.595441,-073.976305
36,047,039900,3823,+40.690160,-073.917424
36,047,040000,3069,+40.597737,-073.976669
36,047,040100,3518,+40.686510,-073.912879
36,047,040200,2740,+40.596411,-073.982425
36,047,040300,3538,+40.684409,-073.908813
36,047,040400,2551,+40.602023,-073.985323
36,047,040500,1480,+40.681901,-073.905549
36,047,040600,3184,+40.600409,-073.982144
36,047,040700,14,+40.684302,-073.901218
36,047,040800,3566,+40.601188,-073.979213
36,047,040900,3752,+40.691586,-073.905287
36,047,041000,1773,+40.601074,-073.975806
36,047,041100,3302,+40.687999,-073.907359
36,047,041200,2929,+40.604581,-073.974402
36,047,041300,3822,+40.690078,-073.910686
36,047,041401,1351,+40.601701,-073.971107
36,047,041402,1612,+40.603181,-073.967949
36,047,041500,4064,+40.691779,-073.914140
36,047,041600,2324,+40.602094,-073.963481
36,047,041700,3609,+40.693752,-073.918148
36,047,041800,2359,+40.605423,-073.964906
36,047,041900,3770,+40.695350,-073.920999
36,047,042000,1896,+40.609432,-073.964480
36,047,042100,3920,+40.697007,-073.924101
36,047,042200,3568,+40.607028,-073.969810
36,047,042300,4217,+40.698929,-073.927205
36,047,042400,3666,+40.606635,-073.976325
36,047,042500,3042,+40.701419,-073.929886
36,047,042600,4135,+40.605766,-073.980242
36,047,042700,5074,+40.703614,-073.926787
36,047,042800,3857,+40.605980,-073.984344
36,047,042900,5630,+40.701500,-073.923345
36,047,043000,3333,+40.609450,-073.983525
36,047,043100,5113,+40.700126,-073.919837
36,047,043200,4250,+40.610731,-073.980744
36,047,043300,4064,+40.697970,-073.915774
36,047,043400,3433,+40.610068,-073.976741
36,047,043500,4463,+40.695143,-073.912159
36,047,043600,4160,+40.613133,-073.977909
36,047,043700,5240,+40.693351,-073.908316
36,047,043800,2481,+40.610384,-073.970810
36,047,043900,3829,+40.697639,-073.909803
36,047,044000,2880,+40.613062,-073.971101
36,047,044100,5643,+40.701570,-073.914167
36,047,044200,2658,+40.612342,-073.965488
36,047,044300,5557,+40.703190,-073.916617
36,047,044400,3336,+40.615731,-073.969795
36,047,044500,4446,+40.705014,-073.919604
36,047,044600,1909,+40.615038,-073.975851
36,047,044700,2310,+40.706773,-073.922082
36,047,044800,1915,+40.618389,-073.971338
36,047,044900,2932,+40.718635,-073.938411
36,047,045000,673,+40.622664,-073.973727
36,047,045200,2701,+40.619807,-073.968131
36,047,045300,2017,+40.706308,-073.929283
36,047,045400,1852,+40.618492,-073.964974
36,047,045600,2357,+40.626990,-073.966881
36,047,045800,1490,+40.626536,-073.969194
36,047,046000,3729,+40.630817,-073.967575
36,047,046201,2632,+40.627881,-073.973148
36,047,046202,1803,+40.624795,-073.973839
36,047,046400,2838,+40.624534,-073.978745
36,047,046800,2054,+40.621230,-073.980838
36,047,047000,2886,+40.625519,-073.986638
36,047,047200,3141,+40.626707,-073.983462
36,047,047400,2969,+40.628675,-073.982179
36,047,047600,3646,+40.630748,-073.980676
36,047,047700,3318,+40.717713,-073.941645
36,047,047800,4848,+40.633299,-073.979094
36,047,048000,3769,+40.630159,-073.974485
36,047,048100,2778,+40.713799,-073.938701
36,047,048200,5331,+40.633141,-073.969575
36,047,048400,5481,+40.634241,-073.973853
36,047,048500,2510,+40.706004,-073.936444
36,047,048600,3568,+40.639376,-073.978387
36,047,048800,4395,+40.640326,-073.975925
36,047,048900,4039,+40.702822,-073.939219
36,047,049000,5899,+40.638245,-073.972890
36,047,049100,6418,+40.704015,-073.944858
36,047,049200,3495,+40.640574,-073.970284
36,047,049300,7625,+40.707670,-073.941331
36,047,049400,5308,+40.642868,-073.973819
36,047,049500,2603,+40.712231,-073.943222
36,047,049600,4513,+40.643706,-073.980612
36,047,049700,2645,+40.716262,-073.944709
36,047,049800,4232,+40.645320,-073.982375
36,047,049900,1753,+40.721301,-073.946664
36,047,050000,3474,+40.647892,-073.977324
36,047,050100,2786,+40.715383,-073.948439
36,047,050202,2201,+40.653670,-073.974887
36,047,050300,2582,+40.712016,-073.947419
36,047,050400,4527,+40.648377,-073.973511
36,047,050500,4163,+40.708012,-073.945183
36,047,050600,6016,+40.649005,-073.966794
36,047,050700,2288,+40.702143,-073.946773
36,047,050801,4080,+40.651251,-073.960842
36,047,050803,2464,+40.653742,-073.960723
36,047,050804,6250,+40.652693,-073.963569
36,047,050900,3694,+40.703263,-073.950890
36,047,051001,3926,+40.646109,-073.960090
36,047,051002,4725,+40.648619,-073.960925
36,047,051100,3933,+40.707292,-073.948917
36,047,051200,6398,+40.646337,-073.962831
36,047,051300,4332,+40.711044,-073.951402
36,047,051400,7366,+40.642485,-073.961066
36,047,051500,1372,+40.718257,-073.950401
36,047,051601,5732,+40.638617,-073.957002
36,047,051602,4028,+40.641592,-073.958185
36,047,051700,1735,+40.719561,-073.956352
36,047,051800,3415,+40.636612,-073.960656
36,047,051900,3564,+40.715381,-073.955355
36,047,052000,4228,+40.636884,-073.964388
36,047,052300,5469,+40.711739,-073.958537
36,047,052500,3499,+40.708342,-073.960533
36,047,052600,4357,+40.636493,-073.966646
36,047,052700,6629,+40.708525,-073.953446
36,047,052800,1818,+40.630535,-073.963071
36,047,052900,3979,+40.705798,-073.954493
36,047,053000,3465,+40.627446,-073.963430
36,047,053100,7027,+40.700610,-073.953573
36,047,053200,2579,+40.626594,-073.960527
36,047,053300,6566,+40.703627,-073.957167
36,047,053400,4383,+40.622640,-073.962603
36,047,053500,4348,+40.706154,-073.960963
36,047,053700,3575,+40.700303,-073.958999
36,047,053800,4473,+40.618149,-073.956687
36,047,053900,2756,+40.703181,-073.962324
36,047,054200,4450,+40.612745,-073.960880
36,047,054300,327,+40.696905,-073.967677
36,047,054400,3406,+40.612985,-073.956946
36,047,054500,8008,+40.705333,-073.965192
36,047,054600,4346,+40.613077,-073.953323
36,047,054700,5245,+40.708490,-073.965754
36,047,054800,1989,+40.610114,-073.948663
36,047,054900,3122,+40.710675,-073.965495
36,047,055000,3551,+40.608671,-073.952849
36,047,055100,4597,+40.713182,-073.962711
36,047,055200,3498,+40.608145,-073.955852
36,047,055300,2596,+40.716429,-073.959186
36,047,055400,4216,+40.607458,-073.959934
36,047,055500,1959,+40.717916,-073.962419
36,047,055600,3712,+40.603614,-073.959604
36,047,055700,1655,+40.720622,-073.959498
36,047,055800,2390,+40.603558,-073.955201
36,047,056000,3493,+40.604250,-073.951862
36,047,056100,3295,+40.726784,-073.954484
36,047,056200,1654,+40.604440,-073.947454
36,047,056300,4360,+40.734035,-073.957075
36,047,056400,2451,+40.606777,-073.943232
36,047,056500,3255,+40.730507,-073.956322
36,047,056600,2419,+40.602897,-073.941832
36,047,056800,1314,+40.602560,-073.937771
36,047,056900,1630,+40.724070,-073.951371
36,047,057000,3384,+40.599143,-073.936558
36,047,057100,4400,+40.724836,-073.947464
36,047,057200,5443,+40.596287,-073.938209
36,047,057300,2608,+40.727589,-073.949251
36,047,057400,2657,+40.601224,-073.944363
36,047,057500,4249,+40.732210,-073.953210
36,047,057600,2918,+40.599983,-073.947634
36,047,057800,3176,+40.599299,-073.951499
36,047,057900,1117,+40.735794,-073.953258
36,047,058000,3365,+40.599043,-073.955428
36,047,058200,2967,+40.598551,-073.959229
36,047,058400,3620,+40.593825,-073.958200
36,047,058600,2519,+40.594591,-073.954808
36,047,058800,3245,+40.589338,-073.958054
36,047,058900,1904,+40.726674,-073.943536
36,047,059000,1899,+40.590160,-073.955016
36,047,059100,3920,+40.723386,-073.942693
36,047,059200,3870,+40.592658,-073.951147
36,047,059300,2228,+40.724962,-073.939160
36,047,059401,7628,+40.592923,-073.947921
36,047,059402,4551,+40.594464,-073.942993
36,047,059600,2306,+40.591183,-073.939609
36,047,059800,3427,+40.588016,-073.936796
36,047,060000,6067,+40.586934,-073.945629
36,047,060600,2555,+40.586499,-073.956620
36,047,060800,3574,+40.584034,-073.951566
36,047,061002,4508,+40.576679,-073.956525
36,047,061003,1984,+40.581375,-073.958747
36,047,061004,6447,+40.579491,-073.955649
36,047,061200,1076,+40.580722,-073.950023
36,047,061600,1656,+40.577665,-073.943349
36,047,062000,1850,+40.578822,-073.946744
36,047,062200,3252,+40.584677,-073.934362
36,047,062600,2788,+40.593304,-073.934875
36,047,062800,5226,+40.590880,-073.926042
36,047,063200,1447,+40.600116,-073.931840
36,047,063600,1236,+40.610024,-073.936137
36,047,063800,1524,+40.606578,-073.938893
36,047,064000,1599,+40.611158,-073.939997
36,047,064200,2518,+40.612701,-073.946306
36,047,064400,2528,+40.614260,-073.942335
36,047,064600,2189,+40.616082,-073.939869
36,047,064800,1945,+40.617815,-073.936766
36,047,065000,1389,+40.620090,-073.933326
36,047,065200,1232,+40.614667,-073.930147
36,047,065400,1607,+40.612818,-073.931694
36,047,065600,1708,+40.613002,-073.934923
36,047,065800,1762,+40.608060,-073.931262
36,047,066000,1773,+40.609028,-073.928098
36,047,066200,1411,+40.609377,-073.925283
36,047,066600,0,+40.585061,-073.918468
36,047,067000,2680,+40.612727,-073.922382
36,047,067200,1422,+40.619826,-073.928200
36,047,067400,1964,+40.620063,-073.930225
36,047,067600,1657,+40.625101,-073.926977
36,047,067800,2660,+40.626236,-073.922675
36,047,068000,1809,+40.621316,-073.925021
36,047,068200,2432,+40.616552,-073.924131
36,047,068600,1533,+40.614580,-073.917500
36,047,068800,1614,+40.617230,-073.919194
36,047,069000,1791,+40.619960,-073.920908
36,047,069200,2392,+40.623546,-073.920163
36,047,069601,3780,+40.626196,-073.914654
36,047,069602,5995,+40.622450,-073.910752
36,047,069800,1277,+40.616378,-073.913980
36,047,070000,1703,+40.619901,-073.906845
36,047,070201,6573,+40.608667,-073.910080
36,047,070202,37,+40.597740,-073.900383
36,047,070203,0,+40.609131,-073.865840
36,047,070600,2700,+40.616607,-073.902668
36,047,072000,2167,+40.628097,-073.919930
36,047,072200,2655,+40.631914,-073.924419
36,047,072400,1755,+40.634172,-073.925745
36,047,072600,2093,+40.631798,-073.933543
36,047,072800,3193,+40.629484,-073.926669
36,047,073000,1979,+40.625992,-073.930289
36,047,073200,2096,+40.627897,-073.933891
36,047,073400,1889,+40.627548,-073.937218
36,047,073600,3368,+40.624274,-073.935799
36,047,073800,3225,+40.622437,-073.939307
36,047,074000,3531,+40.627376,-073.941479
36,047,074200,3292,+40.626739,-073.944986
36,047,074400,2492,+40.622458,-073.943132
36,047,074600,2003,+40.618899,-073.941741
36,047,074800,2012,+40.622137,-073.946645
36,047,075000,3029,+40.626636,-073.948541
36,047,075200,1130,+40.626140,-073.952487
36,047,075400,1488,+40.621514,-073.950687
36,047,075600,1993,+40.616477,-073.947812
36,047,075800,1816,+40.616456,-073.952582
36,047,076000,2776,+40.621591,-073.955392
36,047,076200,4235,+40.625681,-073.956573
36,047,076400,3487,+40.631875,-073.958279
36,047,076600,2061,+40.633010,-073.957101
36,047,076800,3407,+40.618180,-073.961326
36,047,077000,2722,+40.635772,-073.952809
36,047,077200,3394,+40.632121,-073.953628
36,047,077400,2881,+40.630828,-073.947786
36,047,077600,3806,+40.630845,-073.942348
36,047,078000,2092,+40.634417,-073.939137
36,047,078200,3864,+40.637829,-073.942719
36,047,078400,2348,+40.634150,-073.942910
36,047,078600,4256,+40.634248,-073.946902
36,047,078800,3422,+40.637456,-073.948203
36,047,079000,5094,+40.640856,-073.953519
36,047,079200,4372,+40.644547,-073.954383
36,047,079400,1864,+40.648070,-073.954479
36,047,079601,4413,+40.656549,-073.958255
36,047,079602,4814,+40.652886,-073.957696
36,047,079801,3037,+40.660386,-073.958755
36,047,079802,5451,+40.658263,-073.961446
36,047,080000,3487,+40.660840,-073.953327
36,047,080200,4304,+40.657726,-073.953295
36,047,080400,3250,+40.659692,-073.949067
36,047,080600,3386,+40.661666,-073.943481
36,047,080800,1197,+40.657844,-073.939128
36,047,081000,2300,+40.659333,-073.944458
36,047,081400,2635,+40.653569,-073.940215
36,047,081600,2791,+40.652767,-073.944065
36,047,081800,4551,+40.652956,-073.948002
36,047,082000,5281,+40.653492,-073.951314
36,047,082200,7280,+40.653487,-073.954449
36,047,082400,4730,+40.648779,-073.948922
36,047,082600,5513,+40.645010,-073.948962
36,047,082800,3814,+40.641223,-073.949563
36,047,083000,5997,+40.640403,-073.945367
36,047,083200,2289,+40.641690,-073.941675
36,047,083400,1701,+40.641517,-073.938520
36,047,083600,1929,+40.638241,-073.935148
36,047,083800,2189,+40.641887,-073.935024
36,047,084000,2412,+40.641931,-073.931629
36,047,084600,1963,+40.642352,-073.927362
36,047,084800,1750,+40.646465,-073.927662
36,047,085000,1374,+40.645550,-073.932750
36,047,085200,29,+40.646987,-073.938107
36,047,085400,2052,+40.644730,-073.943052
36,047,085600,3608,+40.648500,-073.944931
36,047,085800,2434,+40.650226,-073.939477
36,047,086000,3426,+40.650083,-073.933113
36,047,086200,2996,+40.650277,-073.928229
36,047,086400,2231,+40.654579,-073.924361
36,047,086600,3149,+40.656151,-073.926759
36,047,086800,3156,+40.654290,-073.929539
36,047,087000,3204,+40.654090,-073.933381
36,047,087200,2868,+40.653646,-073.936609
36,047,087401,3142,+40.660309,-073.938442
36,047,087600,1742,+40.660935,-073.935725
36,047,087800,3006,+40.658481,-073.930294
36,047,088000,2863,+40.661489,-073.931298
36,047,088200,6740,+40.660534,-073.925919
36,047,088400,5236,+40.662314,-073.924610
36,047,088600,4427,+40.657706,-073.920508
36,047,088800,3923,+40.654263,-073.917990
36,047,089000,6319,+40.657676,-073.916427
36,047,089200,3651,+40.663041,-073.922009
36,047,089400,3430,+40.661317,-073.916260
36,047,089600,3546,+40.657929,-073.912442
36,047,089800,2089,+40.662676,-073.913872
36,047,090000,5508,+40.666186,-073.920193
36,047,090200,3451,+40.667606,-073.914999
36,047,090600,4581,+40.670115,-073.909007
36,047,090800,3990,+40.670985,-073.905134
36,047,091000,5610,+40.665715,-073.904159
36,047,091200,6814,+40.664884,-073.907479
36,047,091600,4325,+40.659088,-073.909354
36,047,091800,2804,+40.661821,-073.905390
36,047,092000,3154,+40.658226,-073.904388
36,047,092200,2691,+40.655209,-073.907393
